date,ticker,n_comments,sentiment,users_holding,users_holding_lead,users_holding_lag,percent_change
2020-04-08,VGT,0,none,14145,14201,14106,0.0067347228129874814
2020-05-19,IIPR,0,none,19413,19396,19394,1.0312467773543332e-4
2020-05-11,OGEN,0,none,58329,58231,58709,-0.008141852186206555
2020-04-03,EVH,0,none,3997,3957,3905,0.01331626120358509
2020-03-24,RTTR,0,none,16561,15866,16564,-0.04213957981163974
2020-03-20,BEP,0,none,6339,6378,6301,0.012220282494842083
2020-05-21,BOTZ,0,none,24208,24342,24193,0.006158806266275407
2020-04-13,VSLR,0,none,99497,100055,99200,0.008618951612903158
2020-05-11,XSPA,0,none,30606,30120,30911,-0.02558959593672161
2020-05-06,OPTT,0,none,10281,10297,10194,0.010103982734942063
2020-04-01,BOXL,0,none,1866,1738,1661,0.04635761589403975
2020-04-14,DGLY,0,none,1891,1851,1847,0.0021656740660531693
2020-05-28,CRBP,0,none,74597,74453,74387,8.872518047509104e-4
2020-04-11,ZOM,0,none,10091,10023,10091,-0.006738678029927669
2020-03-13,INUV,0,none,2565,2631,2565,0.025730994152046716
2020-03-27,GEVO,0,none,6764,6807,6756,0.007548845470692678
2020-05-15,RBS,0,none,9937,9939,9919,0.0020163322915616178
2020-05-28,RBS,0,none,10037,10072,10034,0.003787123779150914
2020-05-12,TRVG,0,none,9209,9297,9204,0.010104302477183857
2020-05-18,GSAT,0,none,12895,12901,12929,-0.0021656740660530582
2020-05-19,DNR,0,none,59112,59270,58990,0.004746567214782171
2020-03-23,ADAP,0,none,2173,2191,2189,9.13659205116435e-4
2020-04-06,HUSA,0,none,28812,28781,28775,2.0851433536051012e-4
2020-03-20,USAS,0,none,2088,2185,2006,0.08923230309072783
2020-03-15,TUP,0,none,5182,5552,5184,0.07098765432098775
2020-05-29,GHSI,0,none,21278,20986,21106,-0.005685587036861506
2020-05-20,TEUM,0,none,28732,28772,28665,0.003732775161346513
2020-04-12,TTOO,0,none,13802,13675,13802,-0.009201564990581113
2020-05-17,RBS,0,none,9938,9953,9937,0.0016101439066116274
2020-04-23,TWO,0,none,40645,41418,40597,0.02022316919969458
2020-05-13,NXTD,0,none,15685,15575,15722,-0.009349955476402494
2020-05-03,BZUN,0,none,8055,8039,8056,-0.0021102284011916828
2020-05-13,MTL-,0,none,11273,11076,11423,-0.030377308938107306
2020-03-19,JFIN,0,none,582,771,583,0.3224699828473414
2020-03-09,TXMD,0,none,14725,14764,14774,-6.768647624204593e-4
2020-04-15,DFEN,0,none,6756,7023,6417,0.09443665264142131
2020-05-15,RYCEY,0,none,7404,7449,7311,0.018875666803446878
2020-04-21,KTOV,0,none,5263,5286,5056,0.045490506329114
2020-04-13,HLX,0,none,13562,14311,12745,0.12287171439780309
2020-03-25,AYTU,0,none,35909,35653,36483,-0.022750322067812356
2020-04-04,NAK,0,none,19339,19398,19339,0.003050829929158727
2020-04-24,WTER,0,none,8165,8206,8178,0.003423820004891276
2020-05-12,MTL-,0,none,11423,11171,11641,-0.04037453826990811
2020-04-17,IDEX,0,none,4541,4549,4509,0.008871146595697432
2020-05-12,KNDI,0,none,2427,2427,2428,-4.118616144975773e-4
2020-04-09,BRK.B,0,none,61764,64910,60677,0.06976284259274523
2020-04-20,AXAS,0,none,21193,21952,20683,0.061354735773340385
2020-05-24,NGD,0,none,16364,16275,16364,-0.005438768027377194
2020-04-23,ERI,0,none,43573,44506,43033,0.0342295447679688
2020-04-14,AZUL,0,none,8841,9357,8598,0.08827634333565948
2020-03-19,CARA,0,none,24324,24446,24250,0.008082474226804193
2020-03-12,BTE,0,none,5886,6229,5831,0.06825587377808273
2020-04-16,CLNE,0,none,9250,9278,9247,0.0033524386287444585
2020-04-09,LLEX,0,none,8492,8676,8434,0.02869338392221965
2020-05-07,HLX,0,none,29415,29070,29356,-0.009742471726393198
2020-03-18,CNTY,0,none,2522,3678,2320,0.585344827586207
2020-03-17,QEP,0,none,2771,2938,2643,0.11161558834657592
2020-05-19,NOVA,0,none,12073,12294,11999,0.024585382115176246
2020-05-04,NOVA,0,none,11780,11875,11703,0.014697086217209332
2020-03-18,ADMA,0,none,3134,3252,3091,0.05208670333225496
2020-03-22,CUK,0,none,5103,6679,5103,0.30883793846756813
2020-04-08,NEE,0,none,8104,8067,8011,0.006990388216202792
2020-03-21,SHLL,0,none,34,33,34,-0.02941176470588236
2020-03-19,NEX,0,none,1218,1350,1195,0.12970711297071125
2020-05-28,MRSN,0,none,9813,9160,8799,0.04102738947607687
2020-05-28,BORR,0,none,11451,11862,11316,0.04825026511134678
2020-04-15,TRXC,0,none,6626,6829,6555,0.04180015255530134
2020-05-22,STML,0,none,7712,7712,7838,-0.016075529471804018
2020-04-20,ENSV,0,none,13764,14112,12465,0.13212996389891707
2020-03-18,RYCEY,0,none,2809,3157,2720,0.16066176470588234
2020-05-20,TBLT,0,none,13211,13031,13446,-0.030864197530864224
2020-05-11,KNDI,0,none,2428,2427,2424,0.0012376237623761277
2020-04-14,POAHY,0,none,10371,10521,10342,0.017308064204215823
2020-03-18,TWO,0,none,6962,7354,6465,0.13750966744006177
2020-05-08,BYD,0,none,6918,7137,6795,0.050331125827814516
2020-05-06,DUO,0,none,283,278,286,-0.027972027972028024
2020-05-06,MRSN,0,none,912,935,884,0.05769230769230771
2020-05-28,SPHD,0,none,72563,73661,72034,0.02258655634839113
2020-05-11,HMHC,0,none,1139,1163,1089,0.06795224977043168
2020-03-13,EADSY,0,none,7760,8111,7493,0.08247697851327906
2020-05-11,PDS,0,none,13288,13254,13261,-5.278636603573972e-4
2020-05-19,SPWR,0,none,28692,28878,28670,0.007254970352284618
2020-05-02,FSM,0,none,8826,8843,8826,0.0019261273510082777
2020-03-04,RRR,0,none,254,282,252,0.11904761904761907
2020-03-18,UONEK,0,none,556,568,556,0.021582733812949728
2020-04-01,FSLR,0,none,10639,10714,10587,0.011995843959573094
2020-04-09,TRMD,0,none,284,289,269,0.07434944237918217
2020-05-17,SCHD,0,none,10400,10518,10401,0.011248918373233385
2020-04-19,MNKD,0,none,10888,10903,10889,0.0012857011663145457
2020-05-28,NVTA,0,none,15574,15555,15577,-0.0014123387045001934
2020-04-23,FE,0,none,1226,1225,1181,0.03725656223539375
2020-03-19,BYD,0,none,2305,2771,2106,0.3157644824311492
2020-04-01,TRVG,0,none,6850,6961,6807,0.0226237696488909
2020-05-22,EVFM,0,none,2363,2363,1843,0.2821486706456864
2020-05-28,AXAS,0,none,26616,26464,26820,-0.013273676360924691
2020-03-16,CBAY,0,none,4741,4733,4783,-0.010453690152623873
2020-05-13,TWO,0,none,45071,44795,45073,-0.0061677722805226765
2020-03-22,RHHBY,0,none,17499,17737,17499,0.013600777187267932
2020-05-05,SELB,0,none,8900,9070,8797,0.031033306809139516
2020-04-15,VLRS,0,none,5510,5742,5315,0.08033866415804325
2020-05-31,VXRT,0,none,24255,24402,24258,0.005936186000494725
2020-04-10,OCGN,0,none,16409,16696,16409,0.017490401608873274
2020-04-14,TRVG,0,none,7558,7951,7526,0.05647090087695994
2020-03-16,IIPR,0,none,15367,15488,15242,0.016139614223855236
2020-04-09,IMV,0,none,2244,2310,2255,0.024390243902439046
2020-03-30,HMHC,0,none,487,496,430,0.15348837209302335
2020-04-19,VTIQ,0,none,5369,5546,5369,0.03296703296703307
2020-04-03,CIDM,0,none,1052,1054,1055,-9.478672985782088e-4
2020-03-07,BORR,0,none,2548,2560,2549,0.004315417810906164
2020-05-20,GTE,0,none,14506,14721,14413,0.02136959689169493
2020-04-02,POAHY,0,none,9991,10027,9945,0.00824534942181998
2020-05-09,MYOV,0,none,5161,5144,5161,-0.0032939352838596836
2020-04-03,CLSK,0,none,688,725,675,0.07407407407407418
2020-03-15,CJJD,0,none,1695,1679,1695,-0.00943952802359882
2020-04-13,RRR,0,none,4905,5002,4739,0.05549694028276009
2020-03-23,BTE,0,none,7068,7650,6710,0.14008941877794334
2020-05-19,AKRX,0,none,17171,16324,17133,-0.04721881748672152
2020-05-27,NOG,0,none,42077,42539,41837,0.01677940578913395
2020-03-16,UA,0,none,11466,11666,11206,0.04104943780117787
2020-03-19,VIG,0,none,7111,7222,7082,0.01976842699802317
2020-04-19,TCEHY,0,none,45141,45810,45144,0.014752791068580517
2020-04-29,RIGL,0,none,12427,13587,11929,0.13898901835862176
2020-05-23,GNC,0,none,32332,32332,32334,-6.185439475470123e-5
2020-04-20,YCBD,0,none,16969,17379,16516,0.05225236134657307
2020-03-11,SELB,0,none,4776,4782,4707,0.015933715742511234
2020-03-14,CLSN,0,none,1358,1357,1358,-7.363770250368162e-4
2020-03-18,CBAY,0,none,4733,4722,4737,-0.0031665611146295403
2020-05-05,BNTX,0,none,10365,10554,9758,0.08157409305185492
2020-03-31,PCRFY,0,none,9360,9338,9307,0.003330826259804409
2020-03-19,MTNB,0,none,9294,9846,9053,0.08759527228543029
2020-03-14,PLM,0,none,8015,8003,8016,-0.0016217564870258938
2020-05-11,LCA,0,none,22,23,21,0.09523809523809534
2020-03-19,MEIP,0,none,1759,1826,1727,0.0573248407643312
2020-04-17,CBAY,0,none,4550,4554,4552,4.393673110720808e-4
2020-04-09,TRXC,0,none,6285,6474,6205,0.04335213537469773
2020-03-14,FE,0,none,962,966,962,0.004158004158004047
2020-05-07,ZYNE,0,none,30384,30644,30371,0.008988838036284585
2020-04-17,AGNC,0,none,18502,18611,18439,0.009328054666738916
2020-05-19,OGI,0,none,111383,113764,108432,0.04917367566769948
2020-05-19,VSTM,0,none,27818,28085,27651,0.015695634877581188
2020-04-22,ONTX,0,none,28336,28385,28228,0.005561853478815326
2020-04-22,STML,0,none,3976,4031,3961,0.01767230497349148
2020-03-27,SPYD,0,none,15186,15507,14952,0.0371187800963082
2020-03-19,NOVN,0,none,9569,11582,9674,0.19722968782303085
2020-03-22,BIOL,0,none,767,787,767,0.026075619295958363
2020-04-07,IGT,0,none,9373,9396,9270,0.013592233009708687
2020-05-28,PLYA,0,none,7108,7169,6958,0.030324805978729552
2020-05-01,JCPNQ,0,none,55251,55431,54544,0.016262100322675277
2020-03-22,XOG,0,none,2730,2754,2730,0.00879120879120876
2020-03-02,NEX,0,none,471,480,469,0.023454157782516027
2020-05-01,PDS,0,none,13416,13480,13389,0.006796624094405956
2020-05-11,VLRS,0,none,7521,7582,7405,0.023902768399729935
2020-05-15,POAHY,0,none,11334,11302,11293,7.969538652261576e-4
2020-04-15,NNDM,0,none,1390,1370,1273,0.0761979575805185
2020-05-01,MRSN,0,none,819,842,822,0.024330900243308973
2020-03-19,MNLO,0,none,372,385,371,0.037735849056603765
2020-04-18,OVV,0,none,8292,8593,8294,0.036050156739811934
2020-04-15,XXII,0,none,50195,50320,50146,0.0034698679854823222
2020-05-11,NERV,0,none,801,828,780,0.06153846153846154
2020-04-18,NVTA,0,none,14963,15092,14964,0.00855386260358193
2020-04-30,GEVO,0,none,7231,7207,7248,-0.005656732891832217
2020-05-22,XXII,0,none,50910,50910,50899,2.1611426550616208e-4
2020-04-11,MTDR,0,none,14443,14792,14443,0.024163954857024272
2020-05-11,CLNE,0,none,9768,9784,9724,0.006170300287947406
2020-04-25,MEIP,0,none,5056,4964,5057,-0.018390350009887313
2020-04-14,FCEL,0,none,59865,60769,59435,0.022444687473710756
2020-04-28,UGAZ,0,none,12393,12802,13281,-0.03606656125291774
2020-04-21,WTER,0,none,8093,8178,8020,0.019700748129675816
2020-05-13,NGD,0,none,16161,16045,16286,-0.014797986000245622
2020-05-07,IGC,0,none,62087,61821,62205,-0.0061731372076199165
2020-04-26,TTI,0,none,7579,8206,7579,0.08272859216255446
2020-03-24,IGC,0,none,59406,60174,59391,0.01318381572965599
2020-03-24,THCX,0,none,6274,6931,6169,0.1235208299562327
2020-03-14,NSANY,0,none,5315,5472,5316,0.02934537246049662
2020-05-19,TBLT,0,none,13446,13064,13358,-0.022009282826770504
2020-03-09,IMV,0,none,1040,1018,1052,-0.03231939163498099
2020-05-01,BLDP,0,none,7253,7372,7165,0.02889043963712501
2020-04-23,FE,0,none,1226,1225,1181,0.03725656223539375
2020-04-14,FTR,0,none,8879,9174,8868,0.03450608930987831
2020-03-22,DUO,0,none,55,55,55,0
2020-03-18,CBAY,0,none,4733,4722,4737,-0.0031665611146295403
2020-05-18,FIVG,0,none,5513,5606,5448,0.029001468428781152
2020-04-30,HL,0,none,4985,5011,4974,0.0074386811419380194
2020-05-19,ATNM,0,none,16419,16474,16268,0.012662896483894848
2020-03-14,GTE,0,none,3049,3269,3049,0.07215480485405057
2020-03-11,GHSI,0,none,17460,17113,17423,-0.017792573035642523
2020-04-17,RIG,0,none,11911,12216,11836,0.032105441027374004
2020-05-22,CHFS,0,none,6004,6003,5918,0.014362960459614715
2020-03-19,ERI,0,none,6863,9876,5906,0.6721977649847612
2020-03-02,BORR,0,none,2240,2555,2242,0.13960749330954503
2020-04-27,MRNS,0,none,6180,6272,6129,0.023331701745798572
2020-04-03,CEQP,0,none,5793,6028,5604,0.07566024268379734
2020-03-09,CPRX,0,none,58561,60300,58105,0.0377764392048876
2020-04-13,GCI,0,none,3512,3636,3174,0.14555765595463144
2020-04-16,BNGO,0,none,5292,5222,5339,-0.02191421614534561
2020-04-25,LYG,0,none,8618,8689,8618,0.008238570433975356
2020-04-12,DEAC,0,none,7299,7340,7299,0.0056172078366900635
2020-03-01,GSAT,0,none,10962,10944,10962,-0.0016420361247947435
2020-03-19,IZEA,0,none,2812,2867,2798,0.024660471765546754
2020-04-25,HMHC,0,none,971,970,971,-0.001029866117404743
2020-05-26,APPN,0,none,16209,16150,16053,0.006042484270852855
2020-04-21,NBY,0,none,8013,7867,7889,-0.002788693116998364
2020-03-28,ACST,0,none,7546,7605,7546,0.007818711900344555
2020-03-23,CEQP,0,none,3391,3752,3136,0.1964285714285714
2020-03-24,XOG,0,none,2754,2781,2758,0.00833937635968085
2020-03-11,SABR,0,none,764,877,717,0.22315202231520215
2020-03-25,TMFC,0,none,9087,9253,8980,0.030400890868596875
2020-03-27,EMAN,0,none,3517,3533,3494,0.01116199198626222
2020-04-20,SDRL,0,none,7288,7459,7278,0.024869469634515085
2020-04-22,HMC,0,none,11713,11895,11596,0.02578475336322872
2020-05-19,CAN,0,none,4892,5028,4914,0.023199023199023117
2020-04-24,NVTA,0,none,15050,15116,15057,0.003918443248987158
2020-04-23,NBRV,0,none,6031,6142,5989,0.025546835865753792
2020-04-03,NOVA,0,none,10192,10308,10148,0.01576665352778872
2020-03-19,RDS.A,0,none,13884,15036,13156,0.14290057768318642
2020-04-16,SPAQ,0,none,12,12,12,0
2020-04-18,TLSA,0,none,1204,1198,1204,-0.004983388704318914
2020-04-18,GRAF,0,none,21,21,21,0
2020-05-19,STOR,0,none,18619,18811,18512,0.016151685393258397
2020-04-16,BTG,0,none,30509,30952,30425,0.017321281840591674
2020-04-15,GEVO,0,none,7007,7049,6968,0.011624569460390255
2020-03-06,CLSN,0,none,1371,1374,1361,0.009551800146950784
2020-05-14,TCEHY,0,none,50114,50770,49554,0.024538886870888232
2020-05-15,CLNE,0,none,9777,9778,9766,0.0012287528158918537
2020-04-10,RRR,0,none,4739,4905,4739,0.03502848702257855
2020-05-14,BORR,0,none,10868,11098,10847,0.023140038720383505
2020-05-21,TRVG,0,none,9913,9989,9788,0.02053534940743762
2020-04-02,OVV,0,none,7714,7733,7807,-0.009478672985781977
2020-04-11,ADMP,0,none,4660,4685,4660,0.005364806866952732
2020-05-19,HMHC,0,none,1168,1151,1160,-0.00775862068965516
2020-05-01,JFIN,0,none,654,653,653,0
2020-04-15,RBS,0,none,8987,9094,8855,0.02699040090344429
2020-03-19,CLSK,0,none,549,579,549,0.05464480874316946
2020-03-19,STAG,0,none,11538,11701,11505,0.017036071273359488
2020-04-10,IDEX,0,none,4474,4487,4474,0.0029056772463120772
2020-04-06,GTE,0,none,6224,6382,6133,0.04060003261046785
2020-03-21,BYFC,0,none,598,603,598,0.008361204013378032
2020-04-02,GNUS,0,none,3756,3811,3775,0.009536423841059571
2020-03-23,ZN,0,none,25375,25368,25098,0.010757829309108402
2020-03-25,ADXS,0,none,11345,11400,11256,0.01279317697228155
2020-03-17,GLBS,0,none,2520,2440,2498,-0.023218574859887875
2020-05-15,SPAQ,0,none,14,18,15,0.19999999999999996
2020-04-03,INPX,0,none,30244,30772,29986,0.02621223237510839
2020-05-22,IBIO,0,none,55418,55417,55772,-0.0063652011762174165
2020-03-26,JAGX,0,none,4358,4475,4315,0.037079953650057895
2020-05-19,TNXP,0,none,14701,14564,14170,0.02780522230063509
2020-05-14,TCEHY,0,none,50114,50770,49554,0.024538886870888232
2020-05-08,NEX,0,none,11925,11752,12377,-0.05049688939161345
2020-05-19,INUV,0,none,6695,6529,6887,-0.05198199506316248
2020-03-23,ADXS,0,none,11221,11345,11194,0.0134893693049849
2020-04-29,VSTM,0,none,29038,28988,29595,-0.020510221321169086
2020-04-29,VAL,0,none,16669,20827,15900,0.30987421383647806
2020-04-17,PLYA,0,none,4602,4898,4530,0.08123620309050783
2020-05-03,TCEHY,0,none,47097,47479,47099,0.008068111849508508
2020-03-24,DPHC,0,none,10,10,10,0
2020-04-23,SELB,0,none,8016,8351,7941,0.05163077698022911
2020-03-31,ADXS,0,none,11440,11536,11420,0.010157618213660236
2020-05-08,JE,0,none,8627,8737,8590,0.01711292200232828
2020-05-26,UONE,0,none,1490,1528,1449,0.05452035886818485
2020-04-28,VIG,0,none,8144,8197,8113,0.010353753235547991
2020-03-07,TTI,0,none,1847,1897,1847,0.027070925825663172
2020-04-28,TRVN,0,none,8097,8091,8097,-7.410151908113782e-4
2020-04-10,CNTY,0,none,9666,10361,9666,0.0719015104489964
2020-04-22,EVFM,0,none,1156,1176,1146,0.02617801047120416
2020-04-05,CTRM,0,none,1805,1846,1805,0.022714681440443307
2020-03-27,RIG,0,none,8129,8318,7823,0.06327495845583542
2020-03-24,CNTY,0,none,4840,6179,4161,0.48497957221821686
2020-03-25,STAG,0,none,11965,12159,11802,0.030249110320284656
2020-04-09,UAVS,0,none,8198,8220,8208,0.0014619883040936088
2020-05-02,MIK,0,none,7407,7250,7407,-0.021196165789118426
2020-05-28,ABEV,0,none,8257,8388,8150,0.029202453987730026
2020-03-31,LCA,0,none,22,22,23,-0.04347826086956519
2020-03-15,NNDM,0,none,363,370,363,0.019283746556473913
2020-05-26,MUR,0,none,11932,11926,11907,0.0015957000083983708
2020-03-21,SPYD,0,none,13600,13893,13605,0.02116868798235938
2020-05-07,DGLY,0,none,1856,1858,1863,-0.0026838432635534204
2020-04-29,IDEX,0,none,4879,5017,4745,0.057323498419388885
2020-03-22,CUK,0,none,5103,6679,5103,0.30883793846756813
2020-04-29,XXII,0,none,50774,50753,50863,-0.00216267227650746
2020-03-14,TGB,0,none,6394,6439,6394,0.007037847982483525
2020-03-26,BKYI,0,none,1957,3315,1976,0.6776315789473684
2020-04-18,BKYI,0,none,3044,3046,3044,6.570302233903647e-4
2020-03-03,GNUS,0,none,3119,3124,3131,-0.002235707441711865
2020-04-22,BORR,0,none,8501,9072,8104,0.11944718657453102
2020-04-09,XOG,0,none,2977,3068,2916,0.05212620027434833
2020-04-15,CARV,0,none,489,506,485,0.04329896907216502
2020-03-28,DNR,0,none,43741,44454,43741,0.016300496102055195
2020-03-11,CHFS,0,none,2733,3613,2773,0.30292102416155786
2020-03-19,IDEX,0,none,4160,4409,4175,0.05604790419161687
2020-04-22,DNR,0,none,53195,57298,51839,0.10530681533208597
2020-03-19,SPHD,0,none,39738,43219,38037,0.1362357704340511
2020-04-23,GCI,0,none,4458,4722,4308,0.09610027855153214
2020-04-06,STAG,0,none,12478,12588,12428,0.012874155133569376
2020-05-26,ADAP,0,none,3733,3718,3769,-0.013531440700451092
2020-03-19,GLBS,0,none,2440,2482,2467,0.006080259424402046
2020-03-20,NGD,0,none,12568,12641,12568,0.0058084022915341205
2020-05-18,NEX,0,none,11052,10974,11444,-0.04106955609926599
2020-03-14,IMV,0,none,1027,1040,1027,0.012658227848101333
2020-03-18,OCGN,0,none,12589,12910,12425,0.03903420523138834
2020-04-22,CHK,0,none,34895,35196,35280,-0.0023809523809523725
2020-03-18,MTL-,0,none,3833,4221,3854,0.09522573949143753
2020-04-27,EMAN,0,none,3864,3964,3853,0.02880872047755001
2020-04-19,INUV,0,none,3563,3643,3563,0.022452989054167816
2020-04-09,XELA,0,none,4415,4508,4389,0.027113237639553533
2020-04-17,STOR,0,none,12426,12800,12235,0.0461789946873723
2020-04-15,STML,0,none,3814,3863,3772,0.02412513255567328
2020-05-11,VISL,0,none,35577,35918,34663,0.03620575253151781
2020-05-16,NSANY,0,none,9696,9800,9696,0.010726072607260662
2020-05-22,NERV,0,none,833,833,837,-0.004778972520907976
2020-04-17,IRM,0,none,14442,14628,14341,0.020012551425981462
2020-05-07,PLYA,0,none,6544,6726,6457,0.041660213721542494
2020-05-02,PLYA,0,none,5990,6133,5990,0.023873121869782965
2020-04-23,ROYT,0,none,9964,10118,9862,0.02595822348408028
2020-05-12,CLNE,0,none,9784,9766,9768,-2.0475020475019257e-4
2020-05-28,RBS,0,none,10037,10072,10034,0.003787123779150914
2020-03-30,DPHC,0,none,10,10,10,0
2020-05-28,CRC,0,none,9809,10101,9773,0.033561854087792886
2020-03-23,IZEA,0,none,2867,2856,2838,0.00634249471458781
2020-03-19,PLUG,0,none,244124,247891,242623,0.02171269830148015
2020-04-09,PCRFY,0,none,9421,9508,9403,0.011166648941827173
2020-04-02,ADXS,0,none,11536,11625,11561,0.005535853299887483
2020-03-25,CPRX,0,none,73143,74717,71696,0.042136241910287975
2020-05-31,TEUM,0,none,28820,28635,28821,-0.006453627563235087
2020-05-15,SPYD,0,none,23239,23423,23045,0.0164026903883705
2020-05-14,MYOV,0,none,5155,5165,5122,0.008395158141351056
2020-03-18,TRTX,0,none,176,200,172,0.16279069767441867
2020-03-31,TWO,0,none,19700,20409,19263,0.05949229092041741
2020-04-20,LLEX,0,none,8718,9166,8647,0.06002081646813928
2020-03-16,CDEV,0,none,3089,3345,3105,0.07729468599033806
2020-04-15,GCI,0,none,3636,3824,3572,0.07054871220604708
2020-05-21,BIOL,0,none,2862,3638,2894,0.2570836212854182
2020-03-26,MRSN,0,none,476,485,482,0.006224066390041472
2020-03-26,UA,0,none,12899,13131,12722,0.03214903317088513
2020-03-22,HUSA,0,none,26554,26953,26554,0.015025984785719704
2020-04-07,CRBP,0,none,56028,56966,55482,0.026747413575574086
2020-05-15,SPYG,0,none,17245,17250,17186,0.0037239613639008518
2020-04-10,MYOV,0,none,5188,5213,5188,0.0048188126445642965
2020-05-02,AYTU,0,none,43324,43335,43332,6.92328994738034e-5
2020-03-01,UNT,0,none,3153,3224,3153,0.022518236600063357
2020-04-14,BRK.B,0,none,65735,67505,64910,0.039978431674626336
2020-03-31,SNDL,0,none,8195,8436,7852,0.0743759551706571
2020-05-19,GTE,0,none,14413,14618,14225,0.027627416520210835
2020-03-15,CBAY,0,none,4782,4737,4783,-0.009617394940413915
2020-05-14,VIG,0,none,8435,8506,8404,0.012137077582103695
2020-05-22,CIDM,0,none,3621,3621,3655,-0.009302325581395321
2020-04-19,SOGO,0,none,3782,3762,3782,-0.005288207297726055
2020-04-20,BLU,0,none,867,872,850,0.025882352941176467
2020-05-07,APLE,0,none,29758,30335,29536,0.027051733477789774
2020-04-30,CPHI,0,none,13890,13862,13969,-0.007659818168802346
2020-04-30,ROYT,0,none,10330,10423,10167,0.02517950231139965
2020-03-17,BRK.A,0,none,1068,1094,1034,0.05802707930367501
2020-04-25,BRK.A,0,none,5011,5087,5011,0.015166633406505703
2020-04-25,VUG,0,none,8255,8304,8256,0.005813953488372103
2020-03-28,BTG,0,none,27076,27424,27077,0.012815304501975877
2020-05-19,VISL,0,none,36324,37483,36596,0.024237621597988923
2020-03-21,BORR,0,none,3507,3689,3507,0.05189620758483038
2020-05-28,KODK,0,none,9428,9420,9432,-0.0012722646310432406
2020-03-22,BEP,0,none,6335,6406,6339,0.010569490455907937
2020-04-27,AGRX,0,none,22053,22496,21786,0.03258973652804564
2020-04-14,ZOM,0,none,10002,10049,10023,0.0025940337224383825
2020-03-07,VGT,0,none,13092,13085,13106,-0.0016023195482984809
2020-04-20,VXRT,0,none,19598,21318,19208,0.10985006247396911
2020-03-31,MBRX,0,none,4396,4367,4436,-0.015554553651938696
2020-03-27,APLE,0,none,22387,22485,22290,0.008748317631224856
2020-03-31,ZN,0,none,26405,27255,25851,0.054311245212951054
2020-04-06,ICAGY,0,none,5201,5533,5143,0.07583122691036359
2020-03-24,APLE,0,none,21583,22290,21319,0.045546226370842824
2020-05-01,IGC,0,none,62471,62323,62599,-0.004409016118468334
2020-05-21,MRNS,0,none,8360,8264,8307,-0.005176357289033318
2020-04-01,DFEN,0,none,4886,5123,4727,0.08377406388830133
2020-03-11,RTN,0,none,7424,7499,7343,0.02124472286531387
2020-05-02,OGEN,0,none,57682,59213,57684,0.026506483600305053
2020-03-17,TRVG,0,none,5155,5382,5098,0.05570812083169874
2020-03-25,INPX,0,none,27216,28536,26820,0.06398210290827744
2020-03-25,ARKK,0,none,5278,5320,5254,0.012561857632280127
2020-04-02,VTIQ,0,none,5115,5116,5124,-0.0015612802498048417
2020-05-31,ICAGY,0,none,27246,26452,27246,-0.029141892387873458
2020-05-19,SDRL,0,none,8179,8301,8123,0.021913086298165796
2020-05-15,IIPR,0,none,19421,19394,19426,-0.00164727684546484
2020-04-03,SDRL,0,none,6732,6815,6571,0.0371328564906408
2020-03-13,AGRX,0,none,19176,19320,19064,0.013428451531682706
2020-03-13,FE,0,none,962,966,959,0.007299270072992803
2020-04-08,PDS,0,none,7823,8113,7710,0.05226977950713363
2020-04-30,ICLN,0,none,14522,14573,14479,0.006492161060846824
2020-04-24,NOG,0,none,33029,33947,32087,0.05796740112818277
2020-05-05,TVIX,0,none,14316,15522,14059,0.10406145529554012
2020-04-08,SABR,0,none,6828,6876,6779,0.014308895117273845
2020-03-05,PHUN,0,none,2194,2128,2189,-0.027866605756053042
2020-04-17,NEX,0,none,2194,2226,2199,0.012278308321964637
2020-04-15,MNKD,0,none,10903,10889,10896,-6.424375917768455e-4
2020-04-03,RRR,0,none,4642,4594,4573,0.00459217144106705
2020-03-24,UONEK,0,none,589,593,581,0.0206540447504302
2020-04-10,THCX,0,none,8632,8938,8632,0.035449490268767425
2020-03-19,VUG,0,none,7554,7557,7554,3.971405877680745e-4
2020-05-06,FUJHY,0,none,9659,9728,9611,0.012173551139319505
2020-05-11,LCA,0,none,22,23,21,0.09523809523809534
2020-05-18,VSLR,0,none,101759,102365,102131,0.0022911750594825087
2020-05-22,XSPA,0,none,44832,44827,32272,0.3890369360436292
2020-03-19,ZOM,0,none,7680,7609,7693,-0.010919017288444022
2020-05-07,FUV,0,none,4075,4172,3867,0.0788725109904318
2020-03-18,AZUL,0,none,3056,3797,2744,0.38374635568513127
2020-03-12,SFTBY,0,none,13334,13844,13381,0.0346013003512442
2020-03-13,IIPR,0,none,15242,15367,15140,0.014993394980185037
2020-04-27,VWO,0,none,15429,15527,15361,0.010806588112753035
2020-03-19,LTM,0,none,3220,4362,2430,0.7950617283950616
2020-04-02,NGD,0,none,12908,13068,12876,0.01491146318732528
2020-03-20,RCUS,0,none,909,910,903,0.007751937984496138
2020-03-13,ADAP,0,none,2216,2202,2228,-0.011669658886894085
2020-04-09,EADSY,0,none,17969,18380,17410,0.0557151062607697
2020-05-21,REML,0,none,11730,11873,11577,0.025567936425671567
2020-03-19,ICAGY,0,none,2274,2848,2064,0.3798449612403101
2020-03-13,OILU,0,none,4287,5126,3815,0.3436435124508519
2020-04-17,STAG,0,none,13059,13207,12979,0.017566838739502266
2020-05-21,ASM,0,none,10568,10532,10661,-0.012100178219679236
