date,ticker,n_comments,sentiment,users_holding,users_holding_lead,users_holding_lag,percent_change
2020-03-24,NFLX,28,low,97741,97715,95734,0.02069275283598304
2020-03-24,AM,63,high,3564,3655,3530,0.03541076487252126
2020-03-24,LYFT,16,low,76507,78270,75381,0.03832530743821394
2020-03-24,UBER,16,low,191622,194804,189391,0.028581083578417044
2020-03-24,SIRI,16,low,65531,67642,64709,0.045325997929190676
2020-03-23,ZM,75,low,58878,63425,49236,0.2881834430091803
2020-03-23,TWTR,75,low,159831,166324,157342,0.05708583849194748
2020-03-23,UBER,75,low,189391,194149,184657,0.05140341281402816
2020-03-23,SPY,77,low,71844,74262,70116,0.05913058360431278
2020-03-23,DOW,77,low,10937,11978,10641,0.1256460858941828
2020-03-23,NDAQ,150,none,8510,8854,8287,0.06842041752141914
2020-03-23,BE,117,low,6948,7236,6865,0.05404224326292795
2020-03-23,SPY,57,low,71844,74262,70116,0.05913058360431278
2020-03-23,BA,57,low,125325,152292,115500,0.31854545454545447
2020-03-23,SPY,197,low,71844,74262,70116,0.05913058360431278
2020-03-23,KHC,30,low,21925,22201,21534,0.030974273242314387
2020-03-23,WMT,30,low,42884,46871,42201,0.11066088481315606
2020-03-23,SPY,69,low,71844,74262,70116,0.05913058360431278
2020-03-23,SPY,861,low,71844,74262,70116,0.05913058360431278
2020-03-23,SPY,73,low,71844,74262,70116,0.05913058360431278
2020-03-23,SPY,56,low,71844,74262,70116,0.05913058360431278
2020-03-23,AM,56,low,3530,3625,3488,0.039277522935779796
2020-03-23,DIS,56,low,370087,385318,352817,0.092118577052693107
2020-03-23,FRO,56,low,2952,3027,2919,0.03699897225077087
2020-03-23,NBL,56,low,4428,5224,4157,0.256675487130142
2020-03-23,GOOG,35,low,22993,23681,22534,0.05090086092127444
2020-03-23,BAC,35,low,201087,211195,186527,0.13224895055407537
2020-03-23,BA,35,low,125325,152292,115500,0.31854545454545447
2020-03-23,WFC,35,low,28704,30466,27660,0.10144613159797533
2020-03-23,GM,35,low,70078,77220,63833,0.20971911080475625
2020-03-23,UAL,35,low,66029,82364,58908,0.398180213213825
2020-03-23,DAL,35,low,135148,163692,118470,0.38171689035198786
2020-03-23,LOW,35,low,8572,9594,8064,0.1897321428571428
2020-03-23,MMM,35,low,26089,28538,24821,0.14975222593771398
2020-03-23,GE,35,low,436530,474897,422513,0.12398198398629146
2020-03-23,GS,35,low,7508,7919,7236,0.09438916528468777
2020-03-23,SDC,35,low,30212,31694,29610,0.07038162782843638
2020-03-23,MS,35,low,6835,6956,6703,0.03774429359988063
2020-03-23,FB,35,low,166755,172436,164453,0.04854274473557796
2020-03-23,DIS,35,low,370087,385318,352817,0.092118577052693107
2020-03-23,SBUX,35,low,139985,145609,135476,0.07479553574064779
2020-03-23,WMT,35,low,42884,46871,42201,0.11066088481315606
2020-03-23,F,35,low,533676,595682,514021,0.1588670501788838
2020-03-23,MCD,35,low,24686,25589,23834,0.07363430393555426
2020-03-23,ABBV,35,low,29530,30246,29080,0.04009628610729021
2020-03-23,MGM,35,low,34683,46867,29045,0.6135995868479944
2020-03-23,PTON,35,low,40511,41586,38877,0.06968130256964278
2020-03-23,M,35,low,16529,18247,15036,0.21355413673849433
2020-03-23,AMZN,35,low,109897,111161,109893,0.011538496537541132
2020-03-23,GILD,35,low,40616,42508,40139,0.05901990582725025
2020-03-23,DG,35,low,4809,5057,4742,0.06642766765078023
2020-03-23,NDAQ,35,low,8510,8854,8287,0.06842041752141914
2020-03-23,JPM,35,low,36362,38561,34626,0.11364292728007852
2020-03-23,MRNA,35,low,96156,95823,93663,0.02306140098010956
2020-03-23,XOM,35,low,71673,79126,67178,0.1778558456637589
2020-03-23,FDX,35,low,11881,11999,11824,0.014800405953991902
2020-03-23,MAR,35,low,6180,7587,5531,0.3717230157295246
2020-03-23,WBA,35,low,9918,10399,9845,0.05627221940071103
2020-03-23,C,35,low,14418,15311,13644,0.1221782468484316
2020-03-23,MRK,35,low,11001,11451,10719,0.06828995242093483
2020-03-23,FCAU,35,low,17174,18926,16493,0.14751712847874865
2020-03-23,NFLX,35,low,95734,98587,93713,0.052009859891370525
2020-03-23,KR,35,low,18038,18879,17830,0.05883342680874937
2020-03-23,MSFT,35,low,373726,378176,367735,0.02839272845935259
2020-03-23,TSLA,35,low,192864,200072,191808,0.043084751418084766
2020-03-23,AAPL,35,low,300116,306937,292418,0.04965152623983471
2020-03-23,PCG,35,low,42459,43856,41222,0.0638979185871622
2020-03-23,NEM,35,low,4103,4130,4049,0.0200049394912325
2020-03-23,OXY,35,low,30891,34296,29169,0.175768795639206
2020-03-23,GE,23,low,436530,474897,422513,0.12398198398629146
2020-03-23,SPY,68,low,71844,74262,70116,0.05913058360431278
2020-03-23,V,34,low,66134,68049,63882,0.06522964215271898
2020-03-23,SPY,34,low,71844,74262,70116,0.05913058360431278
2020-03-23,BA,15,low,125325,152292,115500,0.31854545454545447
2020-03-23,SPY,2221,none,71844,74262,70116,0.05913058360431278
2020-03-23,F,2221,none,533676,595682,514021,0.1588670501788838
2020-03-23,SPY,204,none,71844,74262,70116,0.05913058360431278
2020-03-23,JD,43,low,28358,28429,27831,0.021486831231360748
2020-03-23,WMT,43,low,42884,46871,42201,0.11066088481315606
2020-03-23,SPY,42,low,71844,74262,70116,0.05913058360431278
2020-03-23,TSLA,41,none,192864,200072,191808,0.043084751418084766
2020-03-23,SPY,63,low,71844,74262,70116,0.05913058360431278
2020-03-23,MSFT,63,low,373726,378176,367735,0.02839272845935259
2020-03-23,PLAY,63,low,17059,24884,15654,0.5896256547847196
2020-03-25,SPY,119,low,74262,75634,72785,0.03914268049735514
2020-03-25,D,72,low,4031,4063,3983,0.020085362791865347
2020-03-25,SPY,72,low,74262,75634,72785,0.03914268049735514
2020-03-25,DIN,25,low,3083,3621,2664,0.3592342342342343
2020-03-25,SPY,199,low,74262,75634,72785,0.03914268049735514
2020-03-25,ZM,19,low,63425,64494,62197,0.03693104169011363
2020-03-25,MTCH,19,low,9060,9055,9019,0.003991573345160315
2020-03-25,TDOC,19,low,17873,17878,17343,0.03084818082223384
2020-03-25,SBUX,137,none,145609,149113,141946,0.05049103180082559
2020-03-25,PLNT,137,none,10007,10042,9710,0.034191555097837334
2020-03-25,KO,49,high,103605,108828,99724,0.09129196582567878
2020-03-25,DIS,49,high,385318,400339,375705,0.06556739995475169
2020-03-25,MCD,49,high,25589,26586,25048,0.06140210795273071
2020-03-25,CNK,49,high,8551,9508,7339,0.2955443520915657
2020-03-25,AMC,49,high,31840,36681,29419,0.2468472755702098
2020-03-25,LULU,101,low,14688,15420,14322,0.07666527021365721
2020-03-25,SPY,101,low,74262,75634,72785,0.03914268049735514
2020-03-25,SPY,55,high,74262,75634,72785,0.03914268049735514
2020-03-25,LULU,51,low,14688,15420,14322,0.07666527021365721
2020-03-25,NKE,51,low,74377,75583,71792,0.05280532649877423
2020-03-25,FIT,22,low,273929,276971,272814,0.015237487812209016
2020-03-25,PTON,22,low,41586,42288,41156,0.027505102536689696
2020-03-25,PLNT,22,low,10007,10042,9710,0.034191555097837334
2020-03-25,BYND,22,low,65364,66424,64840,0.024429364589759306
2020-03-25,SPY,33,low,74262,75634,72785,0.03914268049735514
2020-03-25,SLV,22,none,11029,11112,10728,0.03579418344519025
2020-03-25,SPY,23,low,74262,75634,72785,0.03914268049735514
2020-03-25,DIS,23,low,385318,400339,375705,0.06556739995475169
2020-03-25,F,23,low,595682,621392,561746,0.10617966127039624
2020-03-25,GM,23,low,77220,83644,73346,0.14040302129632165
2020-03-25,T,23,low,120322,122140,118509,0.03063902319655054
2020-03-25,SPY,132,low,74262,75634,72785,0.03914268049735514
2020-03-25,SPY,23,low,74262,75634,72785,0.03914268049735514
2020-03-24,DOW,709,low,11264,12468,10937,0.13998354210478192
2020-03-24,NFLX,167,high,97741,97715,95734,0.02069275283598304
2020-03-24,SPY,167,high,72785,75206,71844,0.04679583542119037
2020-03-24,BP,167,high,35869,38240,34736,0.10087517273146007
2020-03-24,SQ,42,high,78390,80054,77265,0.03609655083155383
2020-03-24,ALLY,66,low,9727,10359,9499,0.09053584587851349
2020-03-24,ET,66,low,38733,43418,36950,0.17504736129905285
2020-03-24,SQ,16,low,78390,80054,77265,0.03609655083155383
2020-03-24,LVS,244,low,2509,2653,2430,0.09176954732510278
2020-03-24,SPCE,244,low,90604,92950,89262,0.04131657368196984
2020-03-24,BAC,244,low,205468,214579,201087,0.06709533684425151
2020-03-24,SPY,244,low,72785,75206,71844,0.04679583542119037
2020-03-24,BP,73,low,35869,38240,34736,0.10087517273146007
2020-03-24,GOOG,40,low,22937,23600,22993,0.026399338929239402
2020-03-24,BA,40,low,136978,164506,125325,0.31263514861360453
2020-03-24,WFC,40,low,29246,31421,28704,0.09465579710144922
2020-03-24,HON,40,low,8025,8465,7711,0.0977823887952276
2020-03-24,UAL,40,low,72453,90124,66029,0.3649154159535961
2020-03-24,DAL,40,low,148375,174938,135148,0.29441797140912196
2020-03-24,SPR,40,low,1278,1545,1150,0.34347826086956523
2020-03-24,GM,40,low,73346,79171,70078,0.12975541539427504
2020-03-24,MMM,40,low,27204,28736,26089,0.10146038560312776
2020-03-24,LOW,40,low,8978,10079,8572,0.1758049463369109
2020-03-24,GE,40,low,451418,484322,436530,0.10948159347582065
2020-03-24,NKE,40,low,71792,75458,69431,0.08680560556523753
2020-03-24,F,40,low,561746,611301,533676,0.14545342117689386
2020-03-24,CMG,40,low,4904,5089,4827,0.05427801947379329
2020-03-24,MGM,40,low,39445,51730,34683,0.49150880834991195
2020-03-24,TWTR,40,low,163462,168116,159831,0.05183600177687686
2020-03-24,CVX,40,low,22463,25499,20805,0.22561884162460943
2020-03-24,AMAT,40,low,17600,17827,17506,0.018336570318747913
2020-03-24,SEAS,40,low,2532,2927,2431,0.20403126285479223
2020-03-24,GILD,40,low,41514,42188,40616,0.03870395903092372
2020-03-24,AMZN,40,low,110015,110214,109897,0.0028845191406499104
2020-03-24,NDAQ,40,low,8675,8905,8510,0.046415981198589806
2020-03-24,UBER,40,low,191622,194804,189391,0.028581083578417044
2020-03-24,INTC,40,low,51390,51932,51284,0.012635519850245691
2020-03-24,ATVI,40,low,49466,49654,48742,0.018710762791842805
2020-03-24,IRBT,40,low,10229,10198,10293,-0.009229573496551069
2020-03-24,JWN,40,low,4108,4528,4054,0.11692155895411949
2020-03-24,JNJ,40,low,31343,32405,30697,0.05564061634687434
2020-03-24,PM,40,low,6690,6779,6618,0.02432759141734664
2020-03-24,FDX,40,low,11926,11995,11881,0.009595151923238676
2020-03-24,STZ,40,low,7580,7839,7470,0.049397590361445864
2020-03-24,AAL,40,low,165055,193948,155917,0.24391823854999783
2020-03-24,C,40,low,14750,15778,14418,0.09432653627410192
2020-03-24,CRM,40,low,40096,40582,40180,0.010004977600796439
2020-03-24,GT,40,low,5990,6565,5776,0.13659972299168976
2020-03-24,MSFT,40,low,373472,379335,373726,0.015008321604597974
2020-03-24,LUV,40,low,41602,44989,39069,0.1515267859428191
2020-03-24,CMCSA,40,low,17674,18665,17277,0.08033802164727666
2020-03-24,NVDA,40,low,89663,89900,90049,-0.0016546546880031876
2020-03-24,BUD,40,low,16612,18121,15926,0.13782494034911474
2020-03-24,BABA,40,low,139131,141362,138539,0.02037693357105219
2020-03-24,AMD,40,low,197788,197893,198380,-0.002454884564976334
2020-03-24,SPY,65,low,72785,75206,71844,0.04679583542119037
2020-03-24,SPY,129,low,72785,75206,71844,0.04679583542119037
2020-03-24,BP,129,low,35869,38240,34736,0.10087517273146007
2020-03-24,INO,34,low,200858,203098,196048,0.03596058108218392
2020-03-24,GM,18,low,73346,79171,70078,0.12975541539427504
2020-03-24,GE,18,low,451418,484322,436530,0.10948159347582065
2020-03-24,SPY,157,low,72785,75206,71844,0.04679583542119037
2020-03-24,C,157,low,14750,15778,14418,0.09432653627410192
2020-03-24,IMAX,157,low,2998,4122,2585,0.5945841392649904
2020-03-24,DIS,157,low,375705,390962,370087,0.056405655967380675
2020-03-24,X,157,low,20333,21735,19323,0.12482533768048443
2020-03-26,SPY,19,none,75206,75845,74262,0.021316420241846545
2020-03-26,V,25,low,69160,70285,68049,0.03285867536628029
2020-03-26,SPY,234,low,75206,75845,74262,0.021316420241846545
2020-03-26,BAC,234,low,214579,219829,211195,0.04088164966026664
2020-03-26,SPY,50,low,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,343,low,75206,75845,74262,0.021316420241846545
2020-03-26,PM,343,low,6779,7005,6754,0.03716316257032859
2020-03-26,SPY,76,low,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,43,low,75206,75845,74262,0.021316420241846545
2020-03-26,MTCH,41,low,9086,9068,9060,8.830022075054789e-4
2020-03-26,MDT,41,low,7937,8414,7480,0.12486631016042771
2020-03-26,PLAY,41,low,24902,26046,24884,0.04669667256068166
2020-03-26,TWTR,964,none,168116,171730,166324,0.03250282580986519
2020-03-26,SPY,964,none,75206,75845,74262,0.021316420241846545
2020-03-26,F,75,low,611301,632915,595682,0.06250482640066335
2020-03-26,MGM,75,low,51730,58049,46867,0.23859005270232791
2020-03-26,CZR,75,low,14348,15080,13503,0.11678886173442948
2020-03-26,SPCE,48,low,92950,93263,92119,0.01241871926529825
2020-03-26,SPY,48,low,75206,75845,74262,0.021316420241846545
2020-03-26,TSLA,48,low,202900,204333,200072,0.021297332960134252
2020-03-26,SPY,99,none,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,120,high,75206,75845,74262,0.021316420241846545
2020-03-26,SNAP,42,low,251961,261422,248288,0.052898247196803805
2020-03-26,FB,42,low,173968,176265,172436,0.022205339952214187
2020-03-26,MO,946,none,19784,19959,19716,0.012325015216068103
2020-03-26,MA,946,none,24627,24954,24156,0.03303527074018886
2020-03-26,MS,946,none,7090,7214,6956,0.03709028177113294
2020-03-26,SPY,16,low,75206,75845,74262,0.021316420241846545
2020-03-26,DOCU,68,low,11804,11953,11793,0.013567370474010021
2020-03-26,MU,32,none,46644,47007,46125,0.019121951219512212
2020-03-26,NKE,32,none,75458,75869,74377,0.02005996477405647
2020-03-26,AMD,32,none,197893,197584,198298,-0.0036006414588145574
2020-03-26,NVDA,32,none,89900,89382,89826,-0.004942889586533994
2020-03-25,GME,56,low,27214,28336,27025,0.04851063829787239
2020-03-25,SPY,75,high,74262,75634,72785,0.03914268049735514
2020-03-25,SPY,67,low,74262,75634,72785,0.03914268049735514
2020-03-25,SPY,125,low,74262,75634,72785,0.03914268049735514
2020-03-25,AM,125,low,3625,3677,3564,0.03170594837261498
2020-03-25,C,125,low,15311,16231,14750,0.10040677966101685
2020-03-25,DOCU,125,low,11793,11863,11782,0.00687489390595819
2020-03-25,SPY,42,low,74262,75634,72785,0.03914268049735514
2020-03-25,DIS,42,low,385318,400339,375705,0.06556739995475169
2020-03-25,MA,93,low,24156,24854,23614,0.05251122215634796
2020-03-25,LYFT,93,low,77640,78490,76507,0.025919196936228017
2020-03-25,SPY,93,low,74262,75634,72785,0.03914268049735514
2020-03-25,UBER,93,low,194149,195225,191622,0.01880264270282117
2020-03-25,FB,93,low,172436,176216,167760,0.050405340963280976
2020-03-25,AAPL,93,low,306937,310600,301411,0.03048661130482966
2020-03-25,WMT,93,low,46871,48150,44589,0.07986274641727786
2020-03-25,V,93,low,68049,69725,66610,0.04676475003753189
2020-03-25,PG,93,low,17706,17887,17342,0.0314265943951102
2020-03-25,AMZN,93,low,111161,110607,110015,0.005381084397582114
2020-03-25,SPY,89,high,74262,75634,72785,0.03914268049735514
2020-03-25,LYFT,89,high,77640,78490,76507,0.025919196936228017
2020-03-25,MGM,89,high,46867,55023,39445,0.3949296488781848
2020-03-25,WMT,29,low,46871,48150,44589,0.07986274641727786
2020-03-25,SPY,985,low,74262,75634,72785,0.03914268049735514
2020-03-25,SPXS,985,low,13574,15251,12457,0.22429156297663955
2020-03-25,LYFT,55,low,77640,78490,76507,0.025919196936228017
2020-03-25,DFS,30,low,10412,12560,7275,0.7264604810996564
2020-03-25,SPY,154,low,74262,75634,72785,0.03914268049735514
2020-03-25,SPY,107,high,74262,75634,72785,0.03914268049735514
2020-03-25,C,29,low,15311,16231,14750,0.10040677966101685
2020-03-25,GME,72,low,27214,28336,27025,0.04851063829787239
2020-03-25,BND,17,low,8520,8494,8522,-0.0032856137057029056
2020-03-25,SPY,166,low,74262,75634,72785,0.03914268049735514
2020-03-25,F,166,low,595682,621392,561746,0.10617966127039624
2020-03-25,CZR,51,low,13503,14577,12349,0.18041946716333301
2020-03-25,SPY,20,low,74262,75634,72785,0.03914268049735514
2020-03-25,SPY,131,low,74262,75634,72785,0.03914268049735514
2020-03-25,SPY,79,low,74262,75634,72785,0.03914268049735514
2020-03-25,TWTR,24,low,166324,170098,163462,0.04059659125668347
2020-03-25,SPY,66,low,74262,75634,72785,0.03914268049735514
2020-03-25,WYNN,66,low,10716,12418,10133,0.225500838843383
2020-03-25,AAPL,12,low,306937,310600,301411,0.03048661130482966
2020-03-25,SPY,53,low,74262,75634,72785,0.03914268049735514
2020-03-25,LYFT,53,low,77640,78490,76507,0.025919196936228017
2020-03-25,UBER,53,low,194149,195225,191622,0.01880264270282117
2020-03-25,AM,18,low,3625,3677,3564,0.03170594837261498
2020-03-25,FET,100,low,2250,2789,2003,0.3924113829256115
2020-03-25,SIRI,19,low,66538,68705,65531,0.048435091788619156
2020-03-25,USO,19,low,23346,26804,22174,0.20880310273293046
2020-03-25,SBUX,17,low,145609,149113,141946,0.05049103180082559
2020-03-25,COST,11,low,35889,36277,34867,0.040439383944704144
2020-03-25,WMT,11,low,46871,48150,44589,0.07986274641727786
2020-03-25,KR,11,low,18879,19270,18368,0.049107142857142794
2020-03-25,SPY,75,high,74262,75634,72785,0.03914268049735514
2020-03-27,SPY,137,low,75634,75845,75206,0.00849666250033243
2020-03-27,SPY,75,low,75634,75845,75206,0.00849666250033243
2020-03-27,DIS,75,low,400339,407361,390962,0.04194525299133933
2020-03-27,F,255,low,621392,632915,611301,0.03535737713499576
2020-03-27,SPY,55,high,75634,75845,75206,0.00849666250033243
2020-03-27,USO,55,high,26804,29766,25204,0.1810030153943818
2020-03-27,SPY,153,high,75634,75845,75206,0.00849666250033243
2020-03-27,PLAY,114,high,25417,26046,24902,0.04594008513372416
2020-03-27,MGM,114,high,55023,58049,51730,0.12215348927121594
2020-03-27,SPY,89,low,75634,75845,75206,0.00849666250033243
2020-03-27,SPY,32,none,75634,75845,75206,0.00849666250033243
2020-03-27,SPY,63,none,75634,75845,75206,0.00849666250033243
2020-03-27,SPY,20,high,75634,75845,75206,0.00849666250033243
2020-03-27,T,332,low,122140,123289,121395,0.015601960542032112
2020-03-27,GOOG,75,low,23824,23916,23600,0.013389830508474532
2020-03-27,DRI,75,low,4677,4799,4397,0.09142597225380933
2020-03-27,INTC,75,low,52102,52217,51932,0.005487945775244585
2020-03-27,DIS,75,low,400339,407361,390962,0.04194525299133933
2020-03-27,NFLX,75,low,97222,96975,97715,-0.007573044056695455
2020-03-27,XLK,75,low,11398,11473,11358,0.010125022010917473
2020-03-27,MSFT,75,low,381759,382876,379335,0.009334756877166672
2020-03-27,MGM,75,low,55023,58049,51730,0.12215348927121594
2020-03-27,AMZN,75,low,110607,109880,110214,-0.003030467998620834
2020-03-27,HD,75,low,16772,17084,16582,0.030273790857556326
2020-03-27,NVDA,75,low,89656,89382,89900,-0.005761957730812006
2020-03-27,T,75,low,122140,123289,121395,0.015601960542032112
2020-03-27,AAPL,75,low,310600,311490,308820,0.008645813095006893
2020-03-27,ADBE,75,low,14322,14264,14070,0.013788201847903414
2020-03-27,WYNN,75,low,12418,12905,11557,0.11663926624556553
2020-03-27,VZ,75,low,39701,39723,39599,0.003131392206873862
2020-03-27,LULU,38,high,15420,15418,15487,-0.004455349648091911
2020-03-27,PLAY,38,high,25417,26046,24902,0.04594008513372416
2020-03-27,TSLA,38,high,203537,204333,202900,0.007062592410054247
2020-03-27,SPY,122,low,75634,75845,75206,0.00849666250033243
2020-03-27,FET,304,high,2789,3172,2565,0.23664717348927877
2020-03-27,SPY,26,low,75634,75845,75206,0.00849666250033243
2020-03-27,GLD,26,low,15119,15237,15053,0.012223477047764497
2020-03-27,BA,26,low,165819,168628,164506,0.025056836832699103
2020-03-27,SPY,15,none,75634,75845,75206,0.00849666250033243
2020-03-27,SPY,39,low,75634,75845,75206,0.00849666250033243
2020-03-27,TEAM,783,low,8396,8430,8410,0.0023781212841855748
2020-03-27,MAR,37,high,8925,9415,8452,0.11393752957879788
2020-03-26,SPY,44,low,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,16,low,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,63,high,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,39,high,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,50,low,75206,75845,74262,0.021316420241846545
2020-03-26,TSLA,50,low,202900,204333,200072,0.021297332960134252
2020-03-26,GRUB,61,low,10868,11189,10849,0.031339293944142366
2020-03-26,UBER,61,low,194804,195159,194149,0.005202190070512813
2020-03-26,FB,61,low,173968,176265,172436,0.022205339952214187
2020-03-26,AG,16,none,6477,6507,6488,0.0029284833538840704
2020-03-26,SPY,41,low,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,117,low,75206,75845,74262,0.021316420241846545
2020-03-26,F,117,low,611301,632915,595682,0.06250482640066335
2020-03-26,GME,117,low,27743,28889,27214,0.06154920261630048
2020-03-26,LYFT,37,low,78270,79158,77640,0.019551777434312134
2020-03-26,UBER,167,high,194804,195159,194149,0.005202190070512813
2020-03-26,XLE,54,low,5453,5770,5331,0.08234852748077293
2020-03-26,XOM,54,low,82675,88794,79126,0.12218486970148867
2020-03-26,USO,54,low,25204,29766,23346,0.2749935749164738
2020-03-26,SBUX,56,low,147318,151006,145609,0.03706501658551331
2020-03-26,PLAY,56,low,24902,26046,24884,0.04669667256068166
2020-03-26,SPY,59,low,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,72,low,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,27,low,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,60,low,75206,75845,74262,0.021316420241846545
2020-03-26,SPY,138,low,75206,75845,74262,0.021316420241846545
2020-03-26,C,53,low,15778,16593,15311,0.08373065116582845
2020-03-26,NBEV,77,low,58266,58472,58047,0.007321653143142592
2020-03-26,TLRY,77,low,76167,85937,67796,0.2675821582394242
2020-03-26,CGC,77,low,189590,191480,187801,0.019589885037885946
2020-03-26,QQQ,30,high,23809,24029,23639,0.016498159820635294
2020-03-26,SPY,30,high,75206,75845,74262,0.021316420241846545
2020-03-26,GOOG,20,low,23600,23916,23681,0.009923567416916468
2020-03-26,BAC,8,low,214579,219829,211195,0.04088164966026664
2020-03-28,SPY,531,high,75613,75845,75634,0.0027897506412459805
2020-03-28,SPY,85,low,75613,75845,75634,0.0027897506412459805
2020-03-28,DIS,85,low,400289,407361,400339,0.017540134735811508
2020-03-28,FET,201,low,2789,3172,2789,0.13732520616708488
2020-03-28,SPY,62,low,75613,75845,75634,0.0027897506412459805
2020-03-28,TWTR,20,low,170086,171730,170098,0.009594469070770995
2020-03-28,SPY,20,low,75613,75845,75634,0.0027897506412459805
2020-03-28,CCL,77,none,170344,179743,170357,0.05509606297363767
2020-03-28,SPY,98,low,75613,75845,75634,0.0027897506412459805
2020-03-28,AAL,29,low,201674,213866,201722,0.06020166367575186
2020-03-28,UAL,29,low,95423,100595,95434,0.05407925896431043
2020-03-28,BA,29,low,165749,168628,165819,0.01694015764176604
2020-03-28,SPY,52,low,75613,75845,75634,0.0027897506412459805
2020-03-28,SPY,43,high,75613,75845,75634,0.0027897506412459805
2020-03-28,LYFT,43,high,78471,79158,78490,0.008510638297872353
2020-03-28,UBER,43,high,195183,195159,195225,-3.3807145601227884e-4
2020-03-28,DIS,68,low,400289,407361,400339,0.017540134735811508
2020-03-28,SPY,110,low,75613,75845,75634,0.0027897506412459805
2020-03-28,PM,110,low,6902,7005,6908,0.014041690793283212
2020-03-27,SPY,40,high,75634,75845,75206,0.00849666250033243
2020-03-27,SPY,32,low,75634,75845,75206,0.00849666250033243
2020-03-27,SPY,15,none,75634,75845,75206,0.00849666250033243
2020-03-27,LMT,15,none,11868,11947,11937,8.377314233056765e-4
2020-03-27,SPY,141,low,75634,75845,75206,0.00849666250033243
2020-03-27,AM,141,low,3677,3688,3655,0.009028727770177936
2020-03-27,SPY,48,none,75634,75845,75206,0.00849666250033243
2020-03-27,WORK,72,low,74278,74972,72882,0.028676490765895624
2020-03-27,SPY,35,low,75634,75845,75206,0.00849666250033243
2020-03-27,PLAY,23,low,25417,26046,24902,0.04594008513372416
2020-03-27,GM,23,low,83644,91428,79171,0.15481678897576123
2020-03-27,MAR,23,low,8925,9415,8452,0.11393752957879788
2020-03-27,SEAS,23,low,3183,3451,2927,0.1790228903313973
2020-03-27,ZM,26,none,64494,67630,64331,0.05128165270242957
2020-03-27,COST,28,low,36277,36188,35961,0.006312393982369713
2020-03-27,TWTR,76,none,170098,171730,168116,0.02149706155273745
2020-03-27,TLRY,67,high,83258,85937,76167,0.12827077343206383
2020-03-27,CGC,67,high,190977,191480,189590,0.009968880215201148
2020-03-27,ACB,67,high,828176,846975,804899,0.05227488169323102
2020-03-27,ET,157,low,45787,47640,43418,0.09724077571514123
2020-03-27,SPY,37,high,75634,75845,75206,0.00849666250033243
2020-03-27,SQQQ,37,high,15136,16162,15295,0.05668519123896698
2020-03-27,SPY,78,low,75634,75845,75206,0.00849666250033243
2020-03-27,PM,321,low,6908,7005,6779,0.03333825047942174
2020-03-27,GM,321,low,83644,91428,79171,0.15481678897576123
2020-03-27,VFF,6,low,12804,12995,12609,0.030613054167657916
2020-03-27,WMT,6,low,48150,47317,48455,-0.023485708389227145
2020-03-27,REAL,35,low,8076,8128,7993,0.016889778556236745
2020-03-27,MS,35,low,7210,7214,7090,0.017489421720733533
2020-03-27,SPY,59,low,75634,75845,75206,0.00849666250033243
2020-03-27,GPS,59,low,5035,5212,4832,0.07864238410596025
2020-03-27,LULU,59,low,15420,15418,15487,-0.004455349648091911
2020-03-27,MJ,59,low,40766,40983,40535,0.011052177130874474
2020-03-27,BYND,59,low,66424,66635,66204,0.0065101806537368745
2020-03-27,JDST,17,none,17794,17385,17165,0.012816778327993106
2020-03-27,SPXS,59,low,15251,16280,14449,0.12672157242715754
2020-03-27,SPY,29,low,75634,75845,75206,0.00849666250033243
2020-03-27,SPY,144,low,75634,75845,75206,0.00849666250033243
2020-03-27,SPY,42,high,75634,75845,75206,0.00849666250033243
2020-03-27,SPY,34,high,75634,75845,75206,0.00849666250033243
2020-03-27,SIX,34,high,17689,19168,16138,0.1877556078820175
2020-03-27,T,34,high,122140,123289,121395,0.015601960542032112
2020-03-27,NOK,74,high,76594,77383,76054,0.017474426065690274
2020-03-27,MSFT,74,high,381759,382876,379335,0.009334756877166672
2020-03-27,GILD,74,high,41999,42279,42188,0.002157011472456727
2020-03-29,GME,220,high,28338,29188,28336,0.030067758328627958
2020-03-29,PLNT,88,low,10042,10072,10042,0.002987452698665516
2020-03-29,SPY,59,low,75613,76773,75634,0.015059364835920297
2020-03-29,SPY,54,low,75613,76773,75634,0.015059364835920297
2020-03-29,SPY,75,low,75613,76773,75634,0.015059364835920297
2020-03-29,SPY,36,low,75613,76773,75634,0.015059364835920297
2020-03-28,SPY,176,low,75613,75845,75634,0.0027897506412459805
2020-03-28,DIS,176,low,400289,407361,400339,0.017540134735811508
2020-03-28,SPY,83,low,75613,75845,75634,0.0027897506412459805
2020-03-28,BAC,83,low,217591,219829,217630,0.010104305472591113
2020-03-28,F,10,low,621319,632915,621392,0.018543849936915935
2020-03-28,DAL,10,low,181590,189323,181629,0.042361076700306644
